tabla,fila_index,employeekey,columna_diferente,valor_postgres,valor_sqlserver
dim_employee,57,58,baserate,11.0,15.0
dim_employee,58,59,baserate,11.0,12.45
dim_employee,60,61,baserate,11.0,19.0
dim_employee,61,62,baserate,25.0,11.0
dim_employee,62,63,baserate,12.45,9.5
dim_employee,63,64,baserate,12.45,9.5
dim_employee,64,65,baserate,12.45,15.0
dim_employee,65,66,baserate,12.45,25.0
dim_employee,66,67,baserate,12.45,14.0
dim_employee,67,68,baserate,12.45,27.4038
dim_employee,68,69,baserate,12.45,11.0
dim_employee,69,70,baserate,12.45,15.0
dim_employee,70,71,baserate,25.0,11.0
dim_employee,71,72,baserate,9.5,16.5865
dim_employee,72,73,baserate,9.5,43.2692
dim_employee,73,74,baserate,9.5,9.0
dim_employee,75,76,baserate,9.5,25.0
dim_employee,76,77,baserate,9.5,10.0
dim_employee,77,78,baserate,25.0,12.45
dim_employee,78,79,baserate,15.0,10.5769
dim_employee,79,80,baserate,15.0,14.0
dim_employee,80,81,baserate,15.0,40.8654
dim_employee,81,82,baserate,15.0,12.45
dim_employee,83,84,baserate,15.0,18.2692
dim_employee,84,85,baserate,15.0,11.0
dim_employee,85,86,baserate,15.0,12.45
dim_employee,86,87,baserate,25.0,19.2308
dim_employee,87,88,baserate,13.45,9.5
dim_employee,88,89,baserate,13.45,25.0
dim_employee,89,90,baserate,13.45,10.0
dim_employee,90,91,baserate,13.45,12.45
dim_employee,91,92,baserate,13.45,17.7885
dim_employee,92,93,baserate,25.0,15.0
dim_employee,93,94,baserate,11.0,14.0
dim_employee,94,95,baserate,11.0,15.0
dim_employee,95,96,baserate,11.0,19.0
dim_employee,97,98,baserate,11.0,16.0
dim_employee,98,99,baserate,11.0,16.0
dim_employee,99,100,baserate,11.0,9.5
dim_employee,100,101,baserate,11.0,10.0
dim_employee,101,102,baserate,25.0,15.0
dim_employee,102,103,baserate,13.45,14.0
dim_employee,103,104,baserate,13.45,11.0
dim_employee,104,105,baserate,13.45,27.4038
dim_employee,105,106,baserate,13.45,13.4615
dim_employee,106,107,baserate,13.45,11.0
dim_employee,107,108,baserate,25.0,15.0
dim_employee,108,109,baserate,11.0,14.4231
dim_employee,110,111,baserate,11.0,25.0
dim_employee,111,112,baserate,11.0,125.5
dim_employee,112,113,baserate,11.0,9.5
dim_employee,113,114,baserate,11.0,10.5769
dim_employee,114,115,baserate,11.0,10.0
dim_employee,115,116,baserate,11.0,9.5
dim_employee,116,117,baserate,11.0,40.8654
dim_employee,117,118,baserate,11.0,14.0
dim_employee,118,119,baserate,11.0,15.0
dim_employee,119,120,baserate,11.0,38.4615
dim_employee,120,121,baserate,19.2308,11.0
dim_employee,121,122,baserate,9.0,14.4231
dim_employee,122,123,baserate,9.5,11.0
dim_employee,123,124,baserate,9.0,9.5
dim_employee,124,125,baserate,9.5,12.45
dim_employee,125,126,baserate,9.0,25.0
dim_employee,126,127,baserate,25.0,9.5
dim_employee,127,128,baserate,15.0,14.0
dim_employee,128,129,baserate,15.0,10.0
dim_employee,129,130,baserate,15.0,10.25
dim_employee,130,131,baserate,15.0,38.4615
dim_employee,131,132,baserate,15.0,12.45
dim_employee,132,133,baserate,15.0,19.0
dim_employee,133,134,baserate,25.0,11.0
dim_employee,134,135,baserate,14.0,16.0
dim_employee,135,136,baserate,14.0,9.5
dim_employee,136,137,baserate,14.0,9.5
dim_employee,137,138,baserate,14.0,25.0
dim_employee,138,139,baserate,14.0,10.0
dim_employee,139,140,baserate,14.0,12.45
dim_employee,140,141,baserate,14.0,15.0
dim_employee,141,142,baserate,14.0,34.7356
dim_employee,142,143,baserate,14.0,60.0962
dim_employee,143,144,baserate,14.0,60.0962
dim_employee,144,145,baserate,25.0,11.0
dim_employee,146,147,baserate,9.5,25.0
dim_employee,147,148,baserate,9.5,10.0
dim_employee,148,149,baserate,9.5,10.5769
dim_employee,150,151,baserate,9.5,14.0
dim_employee,151,152,baserate,25.0,84.1346
dim_employee,152,153,baserate,14.0,27.4038
dim_employee,153,154,baserate,14.0,39.6635
dim_employee,155,156,baserate,14.0,15.0
dim_employee,156,157,baserate,14.0,11.0
dim_employee,157,158,baserate,14.0,13.9423
dim_employee,158,159,baserate,14.0,10.0
dim_employee,159,160,baserate,25.0,12.45
dim_employee,160,161,baserate,10.0,12.45
dim_employee,161,162,baserate,10.0,50.4808
dim_employee,162,163,baserate,10.0,25.0
dim_employee,163,164,baserate,10.0,14.0
dim_employee,164,165,baserate,10.0,10.25
dim_employee,165,166,baserate,25.0,12.45
dim_employee,166,167,baserate,6.5,11.0
dim_employee,167,168,baserate,9.5,18.2692
dim_employee,168,169,baserate,9.5,11.0
dim_employee,169,170,baserate,6.5,19.0
dim_employee,171,172,baserate,6.5,15.0
dim_employee,172,173,baserate,9.5,11.0
dim_employee,173,174,baserate,6.75,16.0
dim_employee,174,175,baserate,6.5,9.5
dim_employee,175,176,baserate,6.5,15.0
dim_employee,176,177,baserate,6.5,25.0
dim_employee,177,178,baserate,6.5,12.45
dim_employee,178,179,baserate,9.5,12.45
dim_employee,179,180,baserate,25.0,27.4038
dim_employee,181,182,baserate,14.0,26.4423
dim_employee,182,183,baserate,14.0,11.0
dim_employee,183,184,baserate,14.0,9.5
dim_employee,184,185,baserate,14.0,10.0
dim_employee,186,187,baserate,10.0,9.5
dim_employee,187,188,baserate,10.0,25.0
dim_employee,188,189,baserate,10.0,25.0
dim_employee,189,190,baserate,10.0,15.0
dim_employee,190,191,baserate,10.0,11.0
dim_employee,191,192,baserate,25.0,32.4519
dim_employee,192,193,baserate,15.0,14.0
dim_employee,194,195,baserate,15.0,13.9423
dim_employee,195,196,baserate,15.0,11.0
dim_employee,196,197,baserate,15.0,10.0
dim_employee,197,198,baserate,15.0,12.45
dim_employee,198,199,baserate,15.0,9.0
dim_employee,199,200,baserate,15.0,9.5
dim_employee,200,201,baserate,15.0,25.0
dim_employee,201,202,baserate,15.0,18.2692
dim_employee,202,203,baserate,15.0,14.0
dim_employee,203,204,baserate,15.0,28.8462
dim_employee,204,205,baserate,25.0,19.0
dim_employee,205,206,baserate,10.0,11.0
dim_employee,206,207,baserate,10.0,14.4231
dim_employee,207,208,baserate,10.0,9.5
dim_employee,208,209,baserate,10.0,9.5
dim_employee,209,210,baserate,10.0,16.0
dim_employee,210,211,baserate,28.8462,11.0
dim_employee,211,212,baserate,21.6346,12.45
dim_employee,212,213,baserate,10.5769,9.5
dim_employee,213,214,baserate,10.5769,25.0
dim_employee,214,215,baserate,10.5769,10.0
dim_employee,215,216,baserate,10.5769,16.8269
dim_employee,216,217,baserate,17.7885,12.45
dim_employee,217,218,baserate,16.8269,14.0
dim_employee,218,219,baserate,10.25,15.0
dim_employee,219,220,baserate,10.25,26.4423
dim_employee,220,221,baserate,16.8269,42.4808
dim_employee,221,222,baserate,23.5577,24.0385
dim_employee,222,223,baserate,16.0,12.45
dim_employee,223,224,baserate,8.62,13.45
dim_employee,224,225,baserate,16.0,14.0
dim_employee,225,226,baserate,16.0,15.0
dim_employee,226,227,baserate,24.0385,18.2692
dim_employee,227,228,baserate,20.4327,13.45
dim_employee,228,229,baserate,9.25,9.75
dim_employee,229,230,baserate,9.25,12.45
dim_employee,230,231,baserate,9.25,13.45
dim_employee,231,232,baserate,9.25,13.45
dim_employee,232,233,baserate,9.75,15.0
dim_employee,233,234,baserate,39.06,13.45
dim_employee,234,235,baserate,27.1394,18.2692
dim_employee,235,236,baserate,13.9423,14.0
dim_employee,236,237,baserate,13.9423,18.2692
dim_employee,237,238,baserate,18.2692,13.45
dim_employee,238,239,baserate,16.5865,12.45
dim_employee,239,240,baserate,18.2692,15.0
dim_employee,240,241,baserate,34.7356,14.0
dim_employee,241,242,baserate,19.0,18.2692
dim_employee,242,243,baserate,19.0,14.0
dim_employee,243,244,baserate,19.0,15.0
dim_employee,244,245,baserate,26.4423,18.2692
dim_employee,245,246,baserate,19.0,9.25
dim_employee,246,247,baserate,19.0,12.45
dim_employee,247,248,baserate,26.4423,18.2692
dim_employee,248,249,baserate,43.2692,13.45
dim_employee,249,250,baserate,9.86,15.0
dim_employee,250,251,baserate,18.2692,12.45
dim_employee,251,252,baserate,18.2692,13.45
dim_employee,252,253,baserate,18.2692,15.0
dim_employee,253,254,baserate,18.2692,14.0
dim_employee,254,255,baserate,18.2692,9.25
dim_employee,255,256,baserate,18.2692,13.45
dim_employee,256,257,baserate,18.2692,10.5769
dim_employee,257,258,baserate,18.2692,12.45
dim_employee,258,259,baserate,18.2692,12.45
dim_employee,259,260,baserate,12.75,13.45
dim_employee,260,261,baserate,12.75,15.0
dim_employee,261,262,baserate,13.4615,14.0
dim_employee,262,263,baserate,50.4808,9.25
dim_employee,263,264,baserate,39.6635,9.25
dim_employee,264,265,baserate,32.4519,18.2692
dim_employee,265,266,baserate,32.4519,13.45
dim_employee,266,267,baserate,27.4038,28.8462
dim_employee,267,268,baserate,27.4038,12.75
dim_employee,268,269,baserate,27.4038,25.0
dim_employee,269,270,baserate,38.4615,12.75
dim_employee,270,271,baserate,38.4615,36.0577
dim_employee,271,272,baserate,27.4038,48.101
dim_employee,272,273,baserate,72.1154,13.4615
dim_employee,273,274,baserate,48.101,32.6923
dim_employee,274,275,baserate,23.0769,14.4231
dim_employee,275,276,baserate,23.0769,13.4615
dim_employee,276,277,baserate,23.0769,72.1154
dim_employee,277,278,baserate,23.0769,30.0
dim_employee,278,279,baserate,23.0769,30.0
dim_employee,279,280,baserate,23.0769,30.0
dim_employee,284,285,baserate,48.101,23.0769
dim_employee,286,287,baserate,48.101,23.0769
dim_employee,289,290,baserate,23.0769,48.101
dim_employee,0,1,birthdate,1969-01-29,1981-11-12
dim_employee,1,2,birthdate,1971-08-01,1986-12-01
dim_employee,2,3,birthdate,1974-11-12,1974-06-12
dim_employee,3,4,birthdate,1974-12-23,1974-07-23
dim_employee,4,5,birthdate,1952-09-27,1974-07-23
dim_employee,5,6,birthdate,1959-03-11,1959-02-26
dim_employee,6,7,birthdate,1987-02-24,1974-10-17
dim_employee,7,8,birthdate,1986-06-05,1974-10-17
dim_employee,8,9,birthdate,1979-01-21,1955-08-16
dim_employee,9,10,birthdate,1984-11-30,1956-01-03
dim_employee,10,11,birthdate,1978-01-17,1952-04-27
dim_employee,11,12,birthdate,1959-07-29,1955-10-25
dim_employee,12,13,birthdate,1989-05-28,1958-10-09
dim_employee,13,14,birthdate,1979-06-16,1971-03-01
dim_employee,14,15,birthdate,1961-05-02,1956-03-30
dim_employee,15,16,birthdate,1975-03-19,1955-10-31
dim_employee,16,17,birthdate,1987-05-03,1956-02-09
dim_employee,17,18,birthdate,1978-03-06,1956-05-08
dim_employee,18,19,birthdate,1978-01-29,1955-11-03
dim_employee,19,20,birthdate,1975-03-17,1956-03-07
dim_employee,20,21,birthdate,1986-02-04,1955-10-28
dim_employee,21,22,birthdate,1987-05-21,1976-12-12
dim_employee,22,23,birthdate,1962-09-13,1982-06-03
dim_employee,23,24,birthdate,1979-06-18,1962-04-13
dim_employee,24,25,birthdate,1983-01-07,1975-11-15
dim_employee,25,26,birthdate,1982-11-03,1979-06-02
dim_employee,26,27,birthdate,1956-10-08,1983-05-26
dim_employee,27,28,birthdate,1988-03-13,1981-08-03
dim_employee,28,29,birthdate,1979-09-25,1980-06-13
dim_employee,29,30,birthdate,1989-09-28,1976-10-25
dim_employee,30,31,birthdate,1986-05-20,1985-12-28
dim_employee,31,32,birthdate,1977-07-10,1975-09-11
dim_employee,32,33,birthdate,1976-12-26,1988-07-05
dim_employee,33,34,birthdate,1987-06-10,1984-03-25
dim_employee,34,35,birthdate,1977-01-10,1983-02-24
dim_employee,35,36,birthdate,1984-07-31,1977-09-17
dim_employee,36,37,birthdate,1986-08-07,1976-10-16
dim_employee,37,38,birthdate,1966-12-14,1977-08-26
dim_employee,38,39,birthdate,1971-09-11,1989-12-15
dim_employee,39,40,birthdate,1956-01-16,1988-09-05
dim_employee,40,41,birthdate,1973-08-27,1989-12-15
dim_employee,41,42,birthdate,1984-07-25,1988-11-13
dim_employee,42,43,birthdate,1988-11-19,1975-10-17
dim_employee,43,44,birthdate,1990-05-17,1975-07-13
dim_employee,44,45,birthdate,1986-01-10,1972-06-25
dim_employee,45,46,birthdate,1976-02-10,1968-04-17
dim_employee,46,47,birthdate,1988-09-06,1989-01-23
dim_employee,47,48,birthdate,1956-06-04,1986-12-19
dim_employee,48,49,birthdate,1956-03-26,1978-02-15
dim_employee,49,50,birthdate,1956-08-30,1979-02-03
dim_employee,50,51,birthdate,1956-07-11,1975-08-18
dim_employee,51,52,birthdate,1956-04-04,1982-10-31
dim_employee,52,53,birthdate,1956-03-29,1987-03-27
dim_employee,53,54,birthdate,1986-09-10,1984-09-06
dim_employee,54,55,birthdate,1956-04-01,1984-07-29
dim_employee,55,56,birthdate,1988-07-06,1989-11-26
dim_employee,56,57,birthdate,1971-07-24,1974-05-16
dim_employee,57,58,birthdate,1986-05-30,1985-07-25
dim_employee,58,59,birthdate,1979-08-16,1976-07-26
dim_employee,59,60,birthdate,1977-02-03,1977-09-25
dim_employee,60,61,birthdate,1989-08-09,1975-10-05
dim_employee,61,62,birthdate,1956-08-07,1986-04-08
dim_employee,62,63,birthdate,1955-01-30,1983-05-19
dim_employee,63,64,birthdate,1973-09-05,1976-11-14
dim_employee,64,65,birthdate,1970-04-28,1987-12-15
dim_employee,65,66,birthdate,1970-03-07,1983-11-10
dim_employee,66,67,birthdate,1976-02-11,1966-09-30
dim_employee,67,68,birthdate,1971-09-02,1984-08-30
dim_employee,68,69,birthdate,1991-04-06,1979-03-16
dim_employee,69,70,birthdate,1984-12-29,1980-05-04
dim_employee,70,71,birthdate,1989-01-29,1987-02-14
dim_employee,71,72,birthdate,1977-05-14,1984-06-20
dim_employee,72,73,birthdate,1983-10-19,1984-05-11
dim_employee,73,74,birthdate,1989-11-06,1983-11-29
dim_employee,74,75,birthdate,1982-06-27,1975-06-05
dim_employee,75,76,birthdate,1988-10-17,1979-11-27
dim_employee,76,77,birthdate,1983-05-13,1985-06-24
dim_employee,77,78,birthdate,1987-08-27,1984-02-23
dim_employee,78,79,birthdate,1966-12-08,1975-10-05
dim_employee,79,80,birthdate,1970-12-03,1986-07-01
dim_employee,80,81,birthdate,1971-03-09,1986-01-03
dim_employee,81,82,birthdate,1973-08-29,1988-02-04
dim_employee,82,83,birthdate,1973-12-23,1977-05-04
dim_employee,83,84,birthdate,1952-03-02,1984-03-01
dim_employee,84,85,birthdate,1970-12-23,1977-12-29
dim_employee,85,86,birthdate,1972-06-13,1988-06-19
dim_employee,86,87,birthdate,1984-04-11,1972-04-09
dim_employee,87,88,birthdate,1966-12-17,1981-03-03
dim_employee,88,89,birthdate,1986-09-10,1983-01-30
dim_employee,89,90,birthdate,1986-09-07,1980-07-25
dim_employee,90,91,birthdate,1986-09-13,1985-12-18
dim_employee,91,92,birthdate,1986-10-01,1975-08-30
dim_employee,92,93,birthdate,1980-04-28,1988-06-26
dim_employee,93,94,birthdate,1972-11-25,1988-09-15
dim_employee,94,95,birthdate,1986-09-08,1972-01-12
dim_employee,95,96,birthdate,1990-01-25,1975-09-23
dim_employee,96,97,birthdate,1986-03-21,1978-10-27
dim_employee,97,98,birthdate,1978-06-26,1981-06-06
dim_employee,98,99,birthdate,1979-03-29,1981-06-06
dim_employee,99,100,birthdate,1973-01-24,1989-06-06
dim_employee,100,101,birthdate,1971-08-30,1986-09-10
dim_employee,101,102,birthdate,1983-10-26,1990-08-04
dim_employee,102,103,birthdate,1986-09-22,1974-04-23
dim_employee,103,104,birthdate,1986-09-19,1976-09-03
dim_employee,104,105,birthdate,1986-09-19,1981-01-24
dim_employee,105,106,birthdate,1986-09-28,1964-01-20
dim_employee,106,107,birthdate,1986-10-01,1972-08-24
dim_employee,107,108,birthdate,1989-02-05,1986-09-10
dim_employee,108,109,birthdate,1978-01-26,1962-04-13
dim_employee,109,110,birthdate,1979-07-06,1977-12-05
dim_employee,110,111,birthdate,1978-02-25,1984-08-19
dim_employee,111,112,birthdate,1978-05-31,1968-08-29
dim_employee,112,113,birthdate,1987-07-17,1988-07-07
dim_employee,113,114,birthdate,1978-05-07,1985-11-28
dim_employee,114,115,birthdate,1991-05-31,1972-02-22
dim_employee,115,116,birthdate,1974-05-03,1986-05-24
dim_employee,116,117,birthdate,1990-08-04,1978-08-21
dim_employee,117,118,birthdate,1971-06-13,1990-06-04
dim_employee,118,119,birthdate,1989-06-15,1987-04-06
dim_employee,119,120,birthdate,1987-06-06,1980-06-13
dim_employee,120,121,birthdate,1972-09-09,1989-03-09
dim_employee,121,122,birthdate,1978-02-17,1979-01-16
dim_employee,122,123,birthdate,1977-03-18,1990-12-29
dim_employee,123,124,birthdate,1984-04-30,1973-06-11
dim_employee,124,125,birthdate,1973-11-11,1973-03-27
dim_employee,125,126,birthdate,1985-05-04,1976-08-15
dim_employee,126,127,birthdate,1983-07-02,1987-02-12
dim_employee,127,128,birthdate,1980-11-13,1984-07-29
dim_employee,128,129,birthdate,1988-05-16,1988-07-16
dim_employee,129,130,birthdate,1973-08-04,1986-10-10
dim_employee,130,131,birthdate,1990-10-07,1975-08-06
dim_employee,131,132,birthdate,1986-04-09,1979-04-25
dim_employee,132,133,birthdate,1991-01-04,1984-04-20
dim_employee,133,134,birthdate,1985-01-19,1971-03-30
dim_employee,134,135,birthdate,1982-01-03,1987-07-22
dim_employee,135,136,birthdate,1970-11-12,1982-01-25
dim_employee,136,137,birthdate,1974-09-05,1985-08-05
dim_employee,137,138,birthdate,1987-11-22,1981-03-18
dim_employee,138,139,birthdate,1971-10-23,1990-06-01
dim_employee,139,140,birthdate,1953-04-30,1989-04-28
dim_employee,140,141,birthdate,1974-09-10,1976-09-10
dim_employee,141,142,birthdate,1970-04-04,1983-02-05
dim_employee,142,143,birthdate,1971-09-05,1975-08-06
dim_employee,143,144,birthdate,1990-11-04,1975-08-06
dim_employee,144,145,birthdate,1981-08-18,1973-12-01
dim_employee,145,146,birthdate,1989-06-25,1983-05-20
dim_employee,146,147,birthdate,1975-11-05,1976-11-04
dim_employee,147,148,birthdate,1988-12-07,1984-09-28
dim_employee,148,149,birthdate,1983-10-20,1988-10-26
dim_employee,149,150,birthdate,1982-09-18,1988-08-08
dim_employee,150,151,birthdate,1977-09-13,1977-05-05
dim_employee,151,152,birthdate,1977-04-06,1988-02-04
dim_employee,152,153,birthdate,1974-10-16,1987-10-12
dim_employee,153,154,birthdate,1967-03-02,1983-10-24
dim_employee,154,155,birthdate,1989-02-15,1987-06-22
dim_employee,155,156,birthdate,1974-09-23,1989-06-10
dim_employee,156,157,birthdate,1977-10-05,1988-02-04
dim_employee,157,158,birthdate,1986-12-08,1976-11-15
dim_employee,158,159,birthdate,1984-12-08,1989-11-11
dim_employee,159,160,birthdate,1977-01-15,1975-09-10
dim_employee,160,161,birthdate,1985-02-06,1976-08-10
dim_employee,161,162,birthdate,1980-12-25,1986-09-24
dim_employee,162,163,birthdate,1990-04-13,1989-12-22
dim_employee,163,164,birthdate,1988-09-24,1985-11-03
dim_employee,164,165,birthdate,1988-12-16,1975-07-25
dim_employee,165,166,birthdate,1983-06-22,1984-02-29
dim_employee,166,167,birthdate,1979-11-02,1985-10-19
dim_employee,167,168,birthdate,1984-08-25,1984-03-17
dim_employee,168,169,birthdate,1983-04-02,1978-01-24
dim_employee,169,170,birthdate,1977-04-16,1976-09-14
dim_employee,170,171,birthdate,1981-08-03,1988-05-17
dim_employee,171,172,birthdate,1986-10-24,1973-03-04
dim_employee,172,173,birthdate,1987-07-15,1971-01-11
dim_employee,173,174,birthdate,1986-01-05,1983-10-28
dim_employee,174,175,birthdate,1989-01-08,1985-04-23
dim_employee,175,176,birthdate,1985-09-23,1990-05-07
dim_employee,176,177,birthdate,1982-02-11,1988-08-29
dim_employee,177,178,birthdate,1982-03-24,1990-11-04
dim_employee,178,179,birthdate,1974-11-15,1987-01-08
dim_employee,179,180,birthdate,1984-11-18,1977-12-17
dim_employee,180,181,birthdate,1984-11-17,1984-07-08
dim_employee,181,182,birthdate,1986-12-01,1975-08-04
dim_employee,182,183,birthdate,1979-07-02,1990-03-04
dim_employee,183,184,birthdate,1986-04-05,1977-04-13
dim_employee,184,185,birthdate,1975-12-21,1974-10-15
dim_employee,185,186,birthdate,1990-05-24,1984-06-18
dim_employee,186,187,birthdate,1989-04-15,1981-09-11
dim_employee,187,188,birthdate,1985-11-24,1983-01-20
dim_employee,188,189,birthdate,1972-07-24,1988-04-06
dim_employee,189,190,birthdate,1985-02-28,1985-11-07
dim_employee,190,191,birthdate,1988-03-14,1971-02-21
dim_employee,191,192,birthdate,1983-02-28,1979-12-27
dim_employee,192,193,birthdate,1988-12-05,1974-04-05
dim_employee,193,194,birthdate,1989-06-25,1980-12-26
dim_employee,194,195,birthdate,1985-12-25,1975-11-15
dim_employee,195,196,birthdate,1980-10-04,1989-01-13
dim_employee,196,197,birthdate,1977-10-04,1987-10-13
dim_employee,197,198,birthdate,1988-11-26,1985-08-10
dim_employee,198,199,birthdate,1987-02-10,1990-06-01
dim_employee,199,200,birthdate,1987-09-06,1982-04-18
dim_employee,200,201,birthdate,1977-02-10,1980-02-16
dim_employee,201,202,birthdate,1989-11-10,1974-03-21
dim_employee,202,203,birthdate,1981-05-28,1975-07-21
dim_employee,203,204,birthdate,1988-05-10,1977-05-26
dim_employee,204,205,birthdate,1980-07-18,1978-10-07
dim_employee,205,206,birthdate,1962-09-13,1989-08-25
dim_employee,206,207,birthdate,1970-10-18,1985-09-04
dim_employee,207,208,birthdate,1987-02-10,1981-10-22
dim_employee,208,209,birthdate,1990-11-01,1982-12-11
dim_employee,209,210,birthdate,1969-09-17,1984-03-11
dim_employee,210,211,birthdate,1977-10-26,1987-01-04
dim_employee,211,212,birthdate,1976-03-18,1975-09-11
dim_employee,212,213,birthdate,1966-12-05,1974-06-15
dim_employee,213,214,birthdate,1989-03-28,1982-09-28
dim_employee,214,215,birthdate,1986-04-30,1988-04-24
dim_employee,215,216,birthdate,1976-03-06,1986-12-24
dim_employee,216,217,birthdate,1976-01-30,1986-03-07
dim_employee,217,218,birthdate,1990-04-28,1986-07-08
dim_employee,218,219,birthdate,1987-03-12,1987-12-09
dim_employee,219,220,birthdate,1975-12-25,1979-01-29
dim_employee,220,221,birthdate,1987-05-26,1984-06-30
dim_employee,221,222,birthdate,1968-09-17,1970-09-18
dim_employee,222,223,birthdate,1987-12-22,1971-04-02
dim_employee,223,224,birthdate,1981-11-06,1986-04-22
dim_employee,224,225,birthdate,1984-03-29,1970-06-12
dim_employee,225,226,birthdate,1984-08-11,1970-07-23
dim_employee,226,227,birthdate,1971-02-18,1970-06-30
dim_employee,227,228,birthdate,1976-01-18,1942-07-17
dim_employee,228,229,birthdate,1970-07-31,1971-03-27
dim_employee,229,230,birthdate,1971-12-17,1969-10-05
dim_employee,230,231,birthdate,1954-04-24,1986-04-19
dim_employee,231,232,birthdate,1970-12-03,1986-04-19
dim_employee,232,233,birthdate,1971-08-27,1970-10-07
dim_employee,233,234,birthdate,1976-01-06,1986-04-10
dim_employee,234,235,birthdate,1976-02-11,1970-06-24
dim_employee,235,236,birthdate,1976-04-16,1971-05-23
dim_employee,236,237,birthdate,1977-04-17,1942-06-29
dim_employee,237,238,birthdate,1984-08-01,1986-04-13
dim_employee,238,239,birthdate,1984-11-20,1942-07-14
dim_employee,239,240,birthdate,1978-07-18,1970-07-03
dim_employee,240,241,birthdate,1983-07-08,1952-11-28
dim_employee,241,242,birthdate,1976-03-06,1951-12-11
dim_employee,242,243,birthdate,1976-02-23,1974-04-10
dim_employee,243,244,birthdate,1984-09-20,1942-07-08
dim_employee,244,245,birthdate,1976-01-04,1972-04-17
dim_employee,245,246,birthdate,1977-02-14,1970-07-03
dim_employee,246,247,birthdate,1979-03-09,1954-08-30
dim_employee,247,248,birthdate,1979-07-01,1970-08-04
dim_employee,248,249,birthdate,1984-10-11,1986-04-10
dim_employee,249,250,birthdate,1978-02-10,1951-10-01
dim_employee,250,251,birthdate,1984-08-17,1971-04-11
dim_employee,251,252,birthdate,1974-08-21,1986-05-01
dim_employee,252,253,birthdate,1970-11-30,1973-07-23
dim_employee,253,254,birthdate,1970-11-24,1971-04-05
dim_employee,254,255,birthdate,1966-11-29,1970-02-28
dim_employee,255,256,birthdate,1952-05-12,1986-04-07
dim_employee,256,257,birthdate,1972-09-17,1942-07-05
dim_employee,257,258,birthdate,1971-01-04,1973-04-05
dim_employee,258,259,birthdate,1973-06-03,1969-11-26
dim_employee,259,260,birthdate,1978-01-29,1986-04-28
dim_employee,260,261,birthdate,1978-01-17,1973-03-29
dim_employee,261,262,birthdate,1964-06-21,1969-11-02
dim_employee,262,263,birthdate,1975-12-13,1971-07-17
dim_employee,263,264,birthdate,1984-03-25,1953-11-22
